Incident,Call Date,Call Time,Location,Nature,Disposition,Report Number,District
2022067521,3/9/22,22:17:22,MOUNTAIN RD,53 - OVERDOSE,39 - TRAFFIC DTL-PRIMARY 3,2022-708219,3C1
2022066527,3/8/22,21:18:13,GREEN ORCHARD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B1
2022066148,3/8/22,13:38:27,ARUNDEL MILLS CIR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5.00E+02
2022065879,3/8/22,9:47:43,CAMP MEADE RD S,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707996,BWI
2022065011,3/7/22,12:53:39,HIDDEN VALLEY RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707893,4C3
2022064744,3/7/22,9:29:52,CENTRAL AVE E,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,4B2
2022064512,3/7/22,1:50:26,CRESSWELL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707828,2A2
2022064388,3/6/22,22:34:12,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707816,3D3
2022064274,3/6/22,19:27:19,ELKRIDGE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4B3
2022063818,3/6/22,8:21:09,HARCOURT AVE,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5D1
2022062571,3/4/22,22:40:25,BROOKWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707627,2A1
2022062350,3/4/22,17:49:25,HEARNE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707604,4A2
2022062132,3/4/22,13:55:58,NEW COLONY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707568,5B1
2022061577,3/4/22,1:54:29,WASHINGTON AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707506,2D3
2022061464,3/3/22,23:48:26,GREENWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707497,2B1
2022061456,3/3/22,23:43:25,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C2
2022061146,3/3/22,16:00:47,1ST ST/FRANKLIN AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707442,2A1
2022061048,3/3/22,14:14:30,WATERFORD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3C1
2022060572,3/3/22,6:01:00,MELLON RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A3
2022060540,3/3/22,4:03:53,DEFENSE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D1
2022060435,3/3/22,1:16:22,BAR HARBOR RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707364,3A1
2022060240,3/2/22,20:03:07,AGNES LN,53 - OVERDOSE,23 - DEATH 2,2022-707349,2B2
2022060169,3/2/22,18:14:33,NOTLEY RD,53 - OVERDOSE,17 - DISORD CNDCT-PRIMARY 2,,3A2
2022059671,3/2/22,10:24:46,MOUNTAIN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C1
2022059395,3/2/22,3:43:55,FLATWOOD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707226,5D1
2022059015,3/1/22,17:31:23,HARDMOORE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707190,3B2
2022058363,3/1/22,3:44:27,STEGMAN PL,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D3
2022058173,2/28/22,21:36:20,FAIRHAVEN LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-707093,5D2
2022057815,2/28/22,14:21:38,MOUNT ZION MARLBORO RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-707052,4C1
2022057516,2/28/22,8:35:33,JAGUAR DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4C1
2022057297,2/28/22,1:38:05,DAVIDSONVILLE RD,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,4B1
2022057190,2/27/22,23:57:10,LEVY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D3
2022056394,2/26/22,23:40:49,SILO RIDGE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-706894,5B1
2022056242,2/26/22,19:54:52,BROOKWOOD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706871,2A1
2022055939,2/26/22,12:31:52,17TH AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706825,2A3
2022055622,2/26/22,2:56:06,N HARBOR CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-706800,4A1
2022055556,2/26/22,1:20:15,SOLOMONS ISLAND RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4B2
2022055387,2/25/22,22:15:27,COKELAND SOUTH,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706783,5A1
2022054778,2/25/22,11:26:09,WOODLAND RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3C2
2022054736,2/25/22,10:46:22,WATER FOUNTAIN WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A2
2022054696,2/25/22,10:03:45,WOODLAND RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3C2
2022054394,2/25/22,0:19:39,FURNACE BRANCH RD ,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706650,2C2
2022053475,2/24/22,2:31:33,KING MALCOLM AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706521,5C3
2022053153,2/23/22,19:38:02,SOLOMONS ISLAND RD/JORDAN TAYLOR LN,53 - OVERDOSE,74 - OPER UNDER INFLUENCE 3,2022-706484,4B2
2022053090,2/23/22,18:32:07,CITADEL DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-706477,5B1
2022051651,2/22/22,14:53:13,FORT SMALLWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A1
2022051431,2/22/22,10:33:43,FOREST DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A3
2022051411,2/22/22,10:08:25,THELMA AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706264,2D1
2022050735,2/21/22,18:48:43,WOMACK DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022050677,2/21/22,17:49:11,FRANKLIN AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022050413,2/21/22,12:25:31,MONTAGUE CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-706160,3B1
2022049744,2/20/22,17:12:49,HOSPITAL DR,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,3B2
2022049173,2/20/22,1:42:47,WINTERSON RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B1
2022049014,2/19/22,21:43:48,STONE POINT DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022048596,2/19/22,12:19:28,3RD ST/HARWOOD ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A1
2022048563,2/19/22,11:29:01,DEVONSHIRE CT,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,3A2
2022048483,2/19/22,9:47:15,RIVA RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A2
2022047369,2/18/22,8:52:39,TOWNE CENTRE BLVD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,4A2
2022045810,2/16/22,18:00:28,HYMAN LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705604,5D1
2022045638,2/16/22,14:54:10,MARGATE DR,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,2C2
2022045500,2/16/22,12:54:58,COL MAR LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705562,3D3
2022044331,2/15/22,11:12:08,CHESAPEAKE CENTER CT,53 - OVERDOSE,23 - DEATH 2,2022-705418,2C2
2022044178,2/15/22,8:45:36,COUGAR CIR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705396,4C1
2022043918,2/15/22,1:07:22,BRANDERMILL BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705381,5C3
2022043879,2/15/22,0:14:49,CAROL AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C3
2022043855,2/14/22,23:47:20,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705378,2B2
2022043764,2/14/22,21:25:54,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705368,2A3
2022043646,2/14/22,18:40:54,10TH ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705357,3A4
2022043586,2/14/22,17:11:14,IRONWOOD LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A3
2022043415,2/14/22,14:16:26,FOREST PLZ,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022043327,2/14/22,13:02:57,HAROLD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705296,3B1
2022043125,2/14/22,10:10:00,RAYNOR AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705262,2B2
2022042680,2/13/22,21:53:24,CRESSWELL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705225,2A2
2022042604,2/13/22,18:15:29,MISSION VALLEY LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705209,4A2
2022042554,2/13/22,17:02:08,MONTICELLO CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705194,2B3
2022042552,2/13/22,16:56:32,WINTERGREEN CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-705195,5C3
2022042538,2/13/22,16:39:42,SHADOW CV,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A2
2022042487,2/13/22,15:22:44,ENERGY PKWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705178,3A1
2022042130,2/13/22,0:38:05,QUAKER RIDGE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3D2
2022041784,2/12/22,17:18:06,HOLMESPUN DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A2
2022041758,2/12/22,16:51:09,CAPE SAINT CLAIRE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3D2
2022041742,2/12/22,16:27:37,MARY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022041394,2/12/22,8:55:50,CRAIN HWY N/BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2C1
2022041382,2/12/22,8:39:32,UNION CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-705047,2B3
2022040626,2/11/22,15:36:51,ADMIRAL DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704977,4A1
2022039815,2/10/22,22:47:10,CREEK SHORE WAY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704877,3A1
2022039465,2/10/22,17:00:43,4TH ST/RYAN RD,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,2C1
2022038975,2/10/22,9:23:19,QUARTERFIELD RD,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-704771,5C1
2022038881,2/10/22,7:44:05,MERLOT ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-704763,3B2
2022038619,2/9/22,23:57:22,BAYLOR RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B1
2022038390,2/9/22,18:36:30,MEADOW RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704719,3A1
2022038275,2/9/22,16:51:00,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B2
2022037956,2/9/22,11:44:52,CROMWELL PARK DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022037497,2/9/22,0:21:14,SCOTTS CROSSING WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022037375,2/8/22,20:57:49,GALESVILLE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-704636,4C2
2022037091,2/8/22,16:14:47,PINETOP DR,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-704601,2B3
2022036972,2/8/22,14:38:57,NOLCREST RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-704590,3B1
2022036953,2/8/22,14:16:29,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704586,3C1
2022036364,2/8/22,1:21:05,MARGATE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704475,2C2
2022035122,2/6/22,19:50:46,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C1
2022034904,2/6/22,15:37:49,W NURSERY RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B1
2022033912,2/5/22,14:39:26,BUDDING BRANCH RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704175,3B1
2022033773,2/5/22,11:06:17,DORIS AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A1
2022033648,2/5/22,8:34:19,RIDGELY AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022033183,2/4/22,19:42:45,ANNAPOLIS RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704101,5C2
2022033163,2/4/22,19:14:47,ARUNDEL RD W,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-704098,2A3
2022032842,2/4/22,11:49:35,SAINT PAULS WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022030347,2/2/22,1:05:42,MAPLE RD W,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2B1
2022030255,2/1/22,23:39:19,BLACKHORSE TRL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-703702,5C1
2022030220,2/1/22,22:44:56,KINTOP RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D2
2022029830,2/1/22,15:05:44,OLD MUDDY CREEK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-703661,4B2
2022029521,2/1/22,9:36:48,RENFRO CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C2
2022029112,1/31/22,23:41:18,SEXTANT CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-703579,4A2
2022029045,1/31/22,20:52:15,PLYMOUTH LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-703570,2D1
2022028217,1/30/22,23:43:07,FAYWOOD CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D3
2022027736,1/30/22,10:01:18,GUY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-703394,2D1
2022027406,1/29/22,21:55:58,NEW COLONY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-703361,5B1
2022026906,1/29/22,7:06:58, VETERANS HWY,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,3B3
2022026726,1/28/22,22:33:40,LOCHEARN CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-703271,3A2
2022026652,1/28/22,18:57:37,BROOKWOOD RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2A1
2022026249,1/28/22,10:03:41,WILD CRANBERRY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5D3
2022024979,1/27/22,6:54:16,STONE POINT DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-703045,4A1
2022024425,1/26/22,16:20:30,BEACON POINT DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702999,3A1
2022023411,1/25/22,17:58:46,3RD AVE SE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D1
2022023151,1/25/22,14:24:58,OLD RIVERSIDE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702853,2A3
2022023118,1/25/22,13:46:08,PARK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C2
2022022267,1/24/22,20:15:45,BAY RIDGE RD,53 - OVERDOSE,51 - CHECK SUBJECT-PRIMARY3,,4A3
2022022053,1/24/22,16:35:09,HUNTOVER DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C3
2022021191,1/23/22,22:57:36,GOLDEN PINE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A3
2022021042,1/23/22,19:40:21,ANNAPOLIS MALL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702623,4A1
2022020604,1/23/22,10:57:13,SHORE ACRES RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3D2
2022020362,1/23/22,1:13:05,LOCUST TREE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3D2
2022020065,1/22/22,18:21:14,DEFENSE ST,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702541,4A1
2022019929,1/22/22,16:11:35,HUNTOVER DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-702517,5C3
2022019193,1/21/22,21:52:30,TOWER BRIDGE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702445,3A2
2022019182,1/21/22,21:32:14,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-702446,2D2
2022018949,1/21/22,17:24:49,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022018944,1/21/22,17:20:08,MATTHEWS AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702419,2A1
2022018670,1/21/22,13:15:23,NABBS CREEK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702389,2D3
2022017922,1/20/22,18:16:14,HAWTHORNE RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B1
2022017902,1/20/22,17:56:59,HAWTHORNE RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2B1
2022017483,1/20/22,9:22:53,S CHERRY GROVE AVE,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,APD
2022017433,1/20/22,7:19:47,GLOUCESTER DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-702235,2D1
2022017171,1/19/22,20:12:52,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-702201,2C1
2022017130,1/19/22,19:27:39,RIVA RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022016986,1/19/22,16:47:19,MARCS CT,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,APD
2022016386,1/19/22,6:33:02,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022016250,1/19/22,1:03:55,MARYLAND RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-702097,3A4
2022016001,1/18/22,19:03:53,ANNAPOLIS RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5B1
2022015058,1/18/22,0:01:48,OLD RIVERSIDE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022014397,1/17/22,8:01:30,STIEMLY AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C1
2022014301,1/17/22,1:28:17,HARDMOORE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-701817,3B2
2022014144,1/16/22,19:06:41,BRIMSTONE PL,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5A2
2022013421,1/15/22,21:57:20,CRILLEY RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-701699,2D3
2022013408,1/15/22,21:25:20,HOLLY RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-701695,3C1
2022012821,1/15/22,9:24:17,1ST AVE S,53 - OVERDOSE,23 - DEATH 2,2022-701622,2B3
2022012075,1/14/22,15:13:38,CROSS CHASE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-701532,3B3
2022011691,1/14/22,9:05:39,HOSPITAL DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B2
2022011576,1/14/22,7:19:25,HADFIELD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-701469,3A2
2022011256,1/13/22,20:09:13,MANSION RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2B2
2022010793,1/13/22,12:50:45,HICKORY WOOD DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-701365,3D3
2022010107,1/12/22,19:56:03,CHESTNUT RD,53 - OVERDOSE,23 - DEATH 2,2022-701279,4B2
2022009694,1/12/22,12:52:09,MEADE VILLAGE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-701226,5B2
2022008920,1/11/22,17:42:29,RITCHIE HWY,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2A1
2022007904,1/10/22,18:21:36,COMMUNITY PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700989,5D3
2022007895,1/10/22,18:15:21,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A1
2022007881,1/10/22,17:58:07,HOUSE OF CORRECTION RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5A2
2022007679,1/10/22,14:16:11,DICUS MILL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700950,5C2
2022007493,1/10/22,11:04:20,ALLARD CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C1
2022007451,1/10/22,10:16:57,RITCHIE HWY/SEWARD AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700910,2A1
2022006423,1/8/22,22:35:26,BAR HARBOR RD,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,3A1
2022006375,1/8/22,20:56:11,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700788,2B3
2022006329,1/8/22,19:32:15,MAIN CREEK RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-700782,3A4
2022006246,1/8/22,17:21:54,CHARLOTTE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-700776,5A1
2022006009,1/8/22,11:05:20,SEVERN RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700752,3C2
2022005809,1/8/22,1:57:03,GROVE PARK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022005512,1/7/22,16:49:00,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A2
2022005009,1/6/22,23:23:37,ABNEY LN,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,APD
2022004792,1/6/22,18:15:59,BRIARWOOD PL,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,5A3
2022004459,1/6/22,13:07:21,THOMAS RD,53 - OVERDOSE,19 - DOMESTIC - PRIMARY 2,,2C2
2022004338,1/6/22,10:53:27,TAR COVE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022003915,1/5/22,23:17:30,BROOKWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-700505,2A1
2022003551,1/5/22,14:59:33,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022003523,1/5/22,14:35:38,GEORGE CLAUSS BLVD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5C1
2022002924,1/4/22,19:51:41,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700386,2A1
2022002860,1/4/22,18:08:43,MAYER AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C1
2022002810,1/4/22,16:57:19,LAUREN DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A1
2022002548,1/4/22,11:22:15,COACHWAY,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5D3
2022002360,1/4/22,6:07:11,SEWARD AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700311,2A1
2022002119,1/3/22,18:31:10,SUMMER WIND WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-700287,3B2
2022002056,1/3/22,17:02:44,NOLPARK CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B1
2022000875,1/2/22,12:49:30,CHESAPEAKE CENTER DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700137,2C2
2022000616,1/2/22,0:47:22, BELLE GROVE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-700102,2B2
2022000519,1/1/22,20:33:07,POPLAR LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4A3
2022000285,1/1/22,11:59:39,BENFIELD RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-700044,3C2
