call_number,date,location,district,neighborhood,zip_code
P220613800,2022-03-02,N HOWARD ST and W 0RD ST BALTIMORE MD,ND,Old Goucher,21218
P220634418,2022-03-04,1400 TOWNWAY BALTIMORE MD,ED,Oliver,21202
P220642780,2022-03-05,2700 SETHLOW RD BALTIMORE MD,SD,Cherry Hill,21225
P220643098,2022-03-05,2600 NORTHSHIRE DR BALTIMORE MD,SD,Lakeland,21230
P221552069,2022-06-04,1400 E MADISON ST BALTIMORE MD,ED,Gay Street,21205
P222690992,2022-09-26,BONAPARTE AV and HOMEWOOD AV BALTIMORE MD,ED,East Baltimore Midway,21218
P222693127,2022-09-26,3700 LYNDALE AV BALTIMORE MD,NE,Belair-Edison,21213
P222693186,2022-09-26,400 S SMALLWOOD ST BALTIMORE MD,SW,Carrollton Ridge,21223
P222693621,2022-09-26,1900 WHISTLER AV BALTIMORE MD,SW,Morrell Park,21230
P222694985,2022-09-26,S MONROE ST and RAMSAY ST BALTIMORE MD,SD,Carrollton Ridge,21223
P220653929,2022-03-06,1600 WILKENS AV BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P220654031,2022-03-06,4700 CROSSWOOD AV BALTIMORE MD,NE,Moravia-Walther,21214
P220662479,2022-03-07,1400 N CAREY ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P220663640,2022-03-07,600 BLK LAURENS ST BALTIMORE MD,CD,Upton,21217
P221562683,2022-06-05,1200 HOLLINS ST BALTIMORE MD,SD,Hollins Market,21223
P221562877,2022-06-05,S CAREY ST and WASHINGTON BL BALTIMORE MD,SD,Washington Village/Pigtown,21230
P221572079,2022-06-06,NORTHEAST MARKET BALTIMORE MD,ED,CARE,21205
P222713127,2022-09-28,1600 E BELVEDERE AV BALTIMORE MD,NE,Loch Raven,21239
P222723997,2022-09-29,1100 ABBOTT CT BALTIMORE MD,ED,Oldtown,21202
P222724494,2022-09-29,3000 GRANTLEY AV BALTIMORE MD,NW,Towanda-Grantley,21215
P222741360,2022-10-01,GREENMOUNT AV and VINEYARD LN BALTIMORE MD,ND,Abell,21218
P220680687,2022-03-09,5300 SELFRIDGE AV BALTIMORE MD,NE,Armistead Gardens,21205
P220682541,2022-03-09,1700 DUNDALK AV BALTIMORE MD,SE,Broening Manor,21222
P220683013,2022-03-09,1200 W FAYETTE ST BALTIMORE MD,WD,Poppleton,21223
P220692672,2022-03-10,W COLD SPRING LN and PARK HEIGHTS AV BALTIMORE MD,NW,Central Park Heights,21215
P220692745,2022-03-10,1500 EDMONDSON AV BALTIMORE MD,WD,Harlem Park,21223
P220702831,2022-03-11,3000 THORNDALE AV BALTIMORE MD,NW,Central Park Heights,21215
P222752751,2022-10-02,1100 ABBOTT CT BALTIMORE MD,ED,Oldtown,21202
P222775457,2022-10-04,2000 N BENTALOU ST BALTIMORE MD,WD,Mondawmin,21216
P222783998,2022-10-05,1200 DIVISION ST BALTIMORE MD,CD,Upton,21217
P220742757,2022-03-15,DRUID PARK LAKE DR and CALLOW AV BALTIMORE MD,CD,Reservoir Hill,21217
P220743001,2022-03-15,S SMALLWOOD ST and MCHENRY ST BALTIMORE MD,SW,Carrollton Ridge,21223
P220762483,2022-03-17,500 DOLPHIN ST BALTIMORE MD,CD,Upton,21201
P221633715,2022-06-12,2400 JEFFERSON ST BALTIMORE MD,SE,McElderry Park,21205
P221640014,2022-06-13,3900 PENNINGTON AV BALTIMORE MD,SD,Curtis Bay,21226
P221641882,2022-06-13,W SARATOGA ST and N EUTAW ST BALTIMORE MD,CD,Downtown,21201
P221643600,2022-06-13,E FAYETTE ST and N CAROLINE ST BALTIMORE MD,SE,Washington Hill,21231
P221651824,2022-06-14,4800 SHAMROCK AV BALTIMORE MD,NE,Parkside,21206
P221653194,2022-06-14,METRO STATION - LEXINGTON MKT WEST BALTIMORE MD,CD,Downtown,21201
P222792366,2022-10-06,DUNDALK AV and HOLABIRD AV BALTIMORE MD,SE,Graceland Park,21222
P222810651,2022-10-08,WHITELOCK ST and FRANCIS ST BALTIMORE MD,WD,Penn North,21217
P222812807,2022-10-08,600 AISQUITH ST BALTIMORE MD,ED,Oldtown,21202
P220012735,2022-01-01,4200 PENNINGTON AV BALTIMORE MD,SD,Curtis Bay,21226
P220012762,2022-01-01,400 E 21ST ST BALTIMORE MD,ED,Barclay,21218
P220031618,2022-01-03,WESTSIDE SHOPPING CENTER BALTIMORE MD,SW,Millhill,21223
P220042310,2022-01-04,LIGHT RAIL - PATAPSCO BALTIMORE MD,SD,Cherry Hill,21230
P220774651,2022-03-18,1800 RUTLAND AV BALTIMORE MD,ED,Broadway East,21213
P220774742,2022-03-18,1300 W LANVALE ST BALTIMORE MD,WD,Harlem Park,21217
P220842262,2022-03-25,N CHARLES ST and W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P220850884,2022-03-26,1600 NORMAL AV BALTIMORE MD,ED,Darley Park,21213
P220871904,2022-03-28,1900 CHRISTIAN ST BALTIMORE MD,SD,Carrollton Ridge,21223
P221602517,2022-06-09,4900 ALHAMBRA AV BALTIMORE MD,ND,Winston-Govans,21212
P221661539,2022-06-15,400 BLK S GILMOR ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P221661557,2022-06-15,500 S GILMOR ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P221683022,2022-06-17,2800 AUCHENTOROLY TE BALTIMORE MD,WD,Parkview/Woodbrook,21217
P222822976,2022-10-09,1000 W LANVALE ST BALTIMORE MD,WD,Harlem Park,21217
P222845184,2022-10-11,PENN STATION BALTIMORE MD,CD,Charles North,21201
P222846229,2022-10-11,6100 CHINQUAPIN PY BALTIMORE MD,ND,Glen Oaks,21239
P222861461,2022-10-13,3600 KESWICK RD BALTIMORE MD,ND,Wyman Park,21211
P220111697,2022-01-11,0 W NORTH AV BALTIMORE MD,CD,Charles North,21201
P220112166,2022-01-11,400 E 28TH ST BALTIMORE MD,ND,Harwood,21218
P220793718,2022-03-20,0 N CENTRAL AV BALTIMORE MD,SE,Jonestown,21202
P220811093,2022-03-22,0 W BIDDLE ST BALTIMORE MD,CD,Mid-Town Belvedere,21201
P220813201,2022-03-22,S MONROE ST and EAGLE ST BALTIMORE MD,SD,Carrollton Ridge,21223
P220813616,2022-03-22,METRO STATION - LEXINGTON MKT WEST BALTIMORE MD,CD,Downtown,21201
P220892883,2022-03-30,HOMEWOOD AV and E EAGER ST BALTIMORE MD,ED,Johnston Square,21202
P220893150,2022-03-30,1900 E NORTH AV BALTIMORE MD,ED,Broadway East,21213
P220902920,2022-03-31,1200 E FEDERAL ST BALTIMORE MD,ED,Oliver,21202
P222093453,2022-07-28,3900 FORDLEIGH RD BALTIMORE MD,NW,Glen,21215
P221692550,2022-06-18,CUMBERLAND ST and PENNSYLVANIA AV BALTIMORE MD,CD,Sandtown-Winchester,21217
P221701452,2022-06-19,WESTWOOD AV and N WOODYEAR ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P221710362,2022-06-20,4100 FERNHILL AV BALTIMORE MD,NW,West Arlington,21215
P222881240,2022-10-15,2500 MARYLAND AV BALTIMORE MD,ND,Charles Village,21218
P222882631,2022-10-15,1500 BLK MOSHER ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222893143,2022-10-16,200 N DALLAS CT BALTIMORE MD,SE,Dunbar-Broadway,21231
P220131746,2022-01-13,1700 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P220132622,2022-01-13,5700 BEECHDALE AV BALTIMORE MD,NE,Loch Raven,21239
P220161318,2022-01-16,S FULTON AV and RAMSAY ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P220832973,2022-03-24,500 E 23RD ST BALTIMORE MD,ED,East Baltimore Midway,21218
P220842464,2022-03-25,W LAFAYETTE AV and PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P220852529,2022-03-26,1800 N PULASKI ST BALTIMORE MD,WD,Easterwood,21217
P220852579,2022-03-26,MCKEAN AV and PRESBURY ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P220920628,2022-04-02,1400 N FREMONT AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P220923601,2022-04-02,KIRK AV and E 0ND ST BALTIMORE MD,ED,East Baltimore Midway,21218
P220934060,2022-04-03,7100 SURREY DR BALTIMORE MD,NW,Fallstaff,21215
P220942454,2022-04-04,4000 WOODHAVEN AV BALTIMORE MD,NW,Windsor Hills,21216
P222132669,2022-08-01,2300 BLK N FULTON AV BALTIMORE MD,WD,Penn North,21217
P222153263,2022-08-03,1200 E PRESTON ST BALTIMORE MD,ED,Oliver,21202
P221713661,2022-06-20,100 E LAFAYETTE AV BALTIMORE MD,CD,Greenmount West,21202
P222903627,2022-10-17,300 E MADISON ST BALTIMORE MD,ED,Mount Vernon,21202
P222913092,2022-10-18,LIGHT RAIL - CULTURAL ARTS BALTIMORE MD,CD,Mid-Town Belvedere,21201
P220192752,2022-01-19,1600 N BENTALOU ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P220210604,2022-01-21,E BALTIMORE ST and N GAY ST BALTIMORE MD,CD,Downtown,21202
P220211724,2022-01-21,1000 N BROADWAY BALTIMORE MD,ED,Middle East,21205
P220231974,2022-01-23,600 W FRANKLIN ST BALTIMORE MD,CD,Seton Hill,21201
P220881887,2022-03-29,1100 W NORTH AV BALTIMORE MD,CD,Druid Heights,21217
P220892402,2022-03-30,1400 KITMORE RD BALTIMORE MD,NE,New Northwood,21239
P220892776,2022-03-30,N KENWOOD AV and E BIDDLE ST BALTIMORE MD,ED,Berea,21213
P220981976,2022-04-08,0 S EUTAW ST BALTIMORE MD,CD,Downtown,21201
P222164462,2022-08-04,6000 AMBERWOOD RD BALTIMORE MD,NE,Frankford,21206
P222164607,2022-08-04,3300 OAKFIELD AV BALTIMORE MD,NW,Central Forest Park,21207
P221762309,2022-06-25,N EUTAW ST and W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P222942891,2022-10-21,600 N GLOVER ST BALTIMORE MD,SE,McElderry Park,21205
P222943393,2022-10-21,300 ILCHESTER AV BALTIMORE MD,ND,Harwood,21218
P222945267,2022-10-21,300 S SMALLWOOD ST BALTIMORE MD,SW,Carrollton Ridge,21223
P220240948,2022-01-24,2100 MT HOLLY ST BALTIMORE MD,SW,Mount Holly,21216
P220243060,2022-01-24,400 W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P220252521,2022-01-25,1100 ASHBURTON ST BALTIMORE MD,SW,Winchester,21216
P220270746,2022-01-27,3900 DORCHESTER RD BALTIMORE MD,NW,Dorchester,21215
P220281621,2022-01-28,1300 W 42ND ST BALTIMORE MD,ND,Medfield,21211
P220910796,2022-04-01,3000 WYLIE AV BALTIMORE MD,ND,Parklane,21215
P220923313,2022-04-02,E 0TH ST and GREENMOUNT AV BALTIMORE MD,ED,Better Waverly,21218
P221012157,2022-04-11,ISLAMIC WY and DIVISION ST BALTIMORE MD,CD,Upton,21217
P221012379,2022-04-11,W LOMBARD ST and S STRICKER ST BALTIMORE MD,SD,Union Square,21223
P222191600,2022-08-07,4300 BOWERS AV BALTIMORE MD,NW,Grove Park,21215
P222192065,2022-08-07,FAIRHAVEN AV and SASSAFRAS ST BALTIMORE MD,SD,Curtis Bay,21226
P222192639,2022-08-07,600 GUTMAN AV BALTIMORE MD,ED,East Baltimore Midway,21218
P222202896,2022-08-08,2500 PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P221770960,2022-06-26,2700 MURA ST BALTIMORE MD,ED,Berea,21213
P221781780,2022-06-27,MOSHER ST and N ARLINGTON AV BALTIMORE MD,WD,Sandtown-Winchester,21217
P222962518,2022-10-23,1400 BLOOMFIELD AV BALTIMORE MD,SW,Violetville,21227
P222971992,2022-10-24,6900 HARFORD RD BALTIMORE MD,NE,North Harford Road,21234
P222983199,2022-10-25,3500 W GARRISON AV BALTIMORE MD,NW,Central Park Heights,21215
P220301439,2022-01-30,800 ARGONNE DR BALTIMORE MD,ND,Ednor Gardens-Lakeside,21218
P220312427,2022-01-31,W NORTH AV and N BENTALOU ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P220322768,2022-02-01,500 E 23RD ST BALTIMORE MD,ED,East Baltimore Midway,21218
P220951245,2022-04-05,1900 BELAIR RD BALTIMORE MD,ED,South Clifton Park,21213
P220962997,2022-04-06,300 W PRESTON ST BALTIMORE MD,CD,Madison Park,21201
P221061681,2022-04-16,1200 N STRICKER ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222262493,2022-08-14,3600 FORDS LN BALTIMORE MD,NW,Glen,21215
P221791307,2022-06-28,METRO STATION - SHOT TOWER BALTIMORE MD,SE,Jonestown,21202
P221793359,2022-06-28,1700 MCHENRY ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P221814389,2022-06-30,200 N DALLAS CT BALTIMORE MD,SE,Dunbar-Broadway,21231
P222994142,2022-10-26,WABASH AV and W NORTHERN PY BALTIMORE MD,NW,Reisterstown Station,21215
P223004007,2022-10-27,3900 FLAMINGO PL BALTIMORE MD,ND,Hampden,21211
P220342534,2022-02-03,1000 ABBOTT CT BALTIMORE MD,ED,Oldtown,21202
P220352505,2022-02-04,0 WHEELER AV BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P223282678,2022-11-24,400 E PATAPSCO AV BALTIMORE MD,SD,Brooklyn,21225
P223291493,2022-11-25,3600 W BELVEDERE AV BALTIMORE MD,NW,Central Park Heights,21215
P223292486,2022-11-25,400 E NORTH AV BALTIMORE MD,ED,Barclay,21202
P221093163,2022-04-19,MADISON AV and W NORTH AV BALTIMORE MD,CD,Reservoir Hill,21217
P222271207,2022-08-15,N CHESTER ST and MCELDERRY ST BALTIMORE MD,ED,CARE,21205
P222282678,2022-08-16,3400 LEVERTON AV BALTIMORE MD,SE,Baltimore Highlands,21224
P222283005,2022-08-16,3600 W FRANKLIN ST BALTIMORE MD,SW,Allendale,21229
P222293177,2022-08-17,500 WILSON ST BALTIMORE MD,CD,Upton,21217
P221830393,2022-07-02,5500 VALIQUET AV BALTIMORE MD,NE,Frankford,21206
P221831550,2022-07-02,N ROSEDALE ST and WESTWOOD AV BALTIMORE MD,SW,Northwest Community Action,21216
P221833178,2022-07-02,3300 WILKENS AV BALTIMORE MD,SW,Saint Agnes,21229
P221842354,2022-07-03,5200 REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P223063105,2022-11-02,1200 TURPIN LN BALTIMORE MD,ED,Johnston Square,21202
P220363631,2022-02-05,400 S BENTALOU ST BALTIMORE MD,SW,Millhill,21223
P220392370,2022-02-08,EDMONDSON AV and POPLAR GROVE ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P223330939,2022-11-29,900 NOTTINGHAM RD BALTIMORE MD,SW,West Hills,21229
P223334194,2022-11-29,1000 WEDGEWOOD RD BALTIMORE MD,SW,West Hills,21229
P221181771,2022-04-28,1700 ASHBURTON ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P221183219,2022-04-28,N FULTON AV and PENNSYLVANIA AV BALTIMORE MD,WD,Parkview/Woodbrook,21217
P221184308,2022-04-28,1200 N BROADWAY BALTIMORE MD,ED,Oliver,21213
P221194198,2022-04-29,3400 BELAIR RD BALTIMORE MD,NE,Belair-Edison,21213
P222312761,2022-08-19,1800 BLK AIKEN ST BALTIMORE MD,ED,Oliver,21213
P222313699,2022-08-19,3000 HOWARD PARK AV BALTIMORE MD,NW,Howard Park,21207
P222314479,2022-08-19,W NORTH AV and N CAREY ST BALTIMORE MD,WD,Penn North,21217
P222332263,2022-08-21,2400 WOODBROOK AV BALTIMORE MD,WD,Penn North,21217
P221852704,2022-07-04,S WOLFE ST and E LOMBARD ST BALTIMORE MD,SE,Upper Fells Point,21231
P221853120,2022-07-04,S HANOVER ST and REEDBIRD AV BALTIMORE MD,SD,Middle Branch/Reedbird Parks,21225
P221853721,2022-07-04,1400 KENHILL AV BALTIMORE MD,ED,Berea,21213
P221863533,2022-07-05,4000 HICKORY AV BALTIMORE MD,ND,Hampden,21211
P221873791,2022-07-06,200 BLK N MOUNT ST BALTIMORE MD,WD,Franklin Square,21223
P221882163,2022-07-07,ST PAUL ST and E BALTIMORE ST BALTIMORE MD,CD,Downtown,21202
P221882480,2022-07-07,0 N CALVERT ST BALTIMORE MD,CD,Downtown,21202
P223063228,2022-11-02,LAURENS ST and STODDARD AL BALTIMORE MD,CD,Druid Heights,21217
P223071376,2022-11-03,700 KANE ST BALTIMORE MD,SE,Pulaski Industrial Area,21224
P223072283,2022-11-03,1300 E NORTH AV BALTIMORE MD,ED,East Baltimore Midway,21202
P220412983,2022-02-10,2200 MARYLAND AV BALTIMORE MD,ND,Old Goucher,21218
P220422638,2022-02-11,1600 RUXTON AV BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P223354802,2022-12-01,300 S STRICKER ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P223371809,2022-12-03,2800 BLK EDMONDSON AV BALTIMORE MD,SW,Mosher,21223
P223394384,2022-12-05,2600 MAISEL ST BALTIMORE MD,SD,Westport,21230
P221212469,2022-05-01,4400 GRAPE VINE WY BALTIMORE MD,NE,Orchard Ridge,21213
P221222260,2022-05-02,1200 W FAYETTE ST BALTIMORE MD,WD,Poppleton,21223
P222341854,2022-08-22,MARYLAND AV and W 0ST ST BALTIMORE MD,ND,Charles North,21218
P222372810,2022-08-25,300 E MADISON ST BALTIMORE MD,ED,Penn-Fallsway,21202
P222372970,2022-08-25,N EUTAW ST and W SARATOGA ST BALTIMORE MD,CD,Downtown,21201
P222373657,2022-08-25,PITCHER ST and ARGYLE AV BALTIMORE MD,CD,Upton,21217
P221893227,2022-07-08,1300 N CAREY ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P221911464,2022-07-10,600 E MADISON ST BALTIMORE MD,ED,Penn-Fallsway,21202
P223101143,2022-11-06,METRO STATION - PENN NORTH BALTIMORE MD,WD,Penn North,21217
P223112912,2022-11-07,3700 FAIRHAVEN AV BALTIMORE MD,SD,Curtis Bay,21226
P223113341,2022-11-07,E FAYETTE ST and N CAROLINE ST BALTIMORE MD,SE,Washington Hill,21231
P223113549,2022-11-07,200 S MONROE ST BALTIMORE MD,SD,Carrollton Ridge,21223
P223122684,2022-11-08,2400 LIBERTY HEIGHTS AV BALTIMORE MD,WD,Mondawmin,21215
P223433454,2022-12-09,W BALTIMORE ST and N PACA ST BALTIMORE MD,CD,Downtown,21201
P221251748,2022-05-05,S MONROE ST and WILKENS AV BALTIMORE MD,SD,Carrollton Ridge,21223
P221252361,2022-05-05,1300 E LANVALE ST BALTIMORE MD,ED,Oliver,21213
P221283545,2022-05-08,5300 EASTBURY AV BALTIMORE MD,NE,Frankford,21206
P222412942,2022-08-29,4000 W NORTHERN PY BALTIMORE MD,NW,Woodmere,21215
P221922977,2022-07-11,E NORTH AV and N GAY ST BALTIMORE MD,ED,South Clifton Park,21213
P221932348,2022-07-12,1000 POPLAR GROVE ST BALTIMORE MD,SW,Mosher,21216
P221932509,2022-07-12,2200 WALBROOK AV BALTIMORE MD,WD,Mondawmin,21216
P221933353,2022-07-12,5300 LOCH RAVEN BL BALTIMORE MD,NE,Perring Loch,21239
P221933917,2022-07-12,500 BLK ISLAMIC WY BALTIMORE MD,CD,Upton,21217
P221941511,2022-07-13,S PRESIDENT ST and E LOMBARD ST BALTIMORE MD,CD,Downtown,21202
P221943641,2022-07-13,PENNSYLVANIA AV and PITCHER ST BALTIMORE MD,CD,Upton,21217
P221951745,2022-07-14,2100 CLIFTWOOD AV BALTIMORE MD,ED,South Clifton Park,21213
P223135389,2022-11-09,2300 ORLEANS ST BALTIMORE MD,SE,Patterson Place,21224
P223135440,2022-11-09,1800 BLK PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P223163158,2022-11-12,600 WYANOKE AV BALTIMORE MD,ND,Pen Lucy,21218
P220482233,2022-02-17,4300 PARK HEIGHTS AV BALTIMORE MD,NW,Central Park Heights,21215
P220482477,2022-02-17,1200 N ROSE ST BALTIMORE MD,ED,Berea,21213
P220493789,2022-02-18,2800 EDMONDSON AV BALTIMORE MD,WD,Mosher,21223
P220501484,2022-02-19,4400 REISTERSTOWN RD BALTIMORE MD,NW,Central Park Heights,21215
P223481693,2022-12-14,GREENMOUNT AV and E FEDERAL ST BALTIMORE MD,ED,Greenmount West,21202
P223483078,2022-12-14,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,WD,Penn North,21217
P223483919,2022-12-14,2400 ORLEANS ST BALTIMORE MD,SE,McElderry Park,21224
P221312652,2022-05-11,S HOWARD ST and W PRATT ST BALTIMORE MD,CD,Downtown West,21201
P221312802,2022-05-11,W NORTH AV and EUTAW PL BALTIMORE MD,CD,Madison Park,21217
P221321329,2022-05-12,1800 W PRATT ST BALTIMORE MD,SD,Carrollton Ridge,21223
P221322313,2022-05-12,6100 FORTVIEW WY BALTIMORE MD,SE,O'Donnell Heights,21224
P221332362,2022-05-13,3000 HOWARD PARK AV BALTIMORE MD,NW,Howard Park,21207
P222422129,2022-08-30,WENBURN ST and KLOMAN ST BALTIMORE MD,SD,Westport,21230
P222443168,2022-09-01,ENOCH PRATT LIBRARY - CENTRAL BRANCH BALTIMORE MD,CD,Downtown,21201
P221974119,2022-07-16,3400 CLIFTON AV BALTIMORE MD,SW,Mount Holly,21216
P221983989,2022-07-17,1300 EDISON HY BALTIMORE MD,ED,Berea,21213
P223172024,2022-11-13,2900 JEFFERSON ST BALTIMORE MD,SE,Ellwood Park/Monument,21205
P223172520,2022-11-13,FRANKFORD AV and BELAIR RD BALTIMORE MD,NE,Frankford,21206
P223182652,2022-11-14,2500 PENNSYLVANIA AV BALTIMORE MD,WD,Penn North,21217
P220511469,2022-02-20,1100 BLK N MONTFORD AV BALTIMORE MD,ED,Biddle Street,21213
P220511628,2022-02-20,1500 SYCAMORE ST BALTIMORE MD,SD,Curtis Bay,21226
P220523800,2022-02-21,1800 BLK N ROSEDALE ST BALTIMORE MD,SW,Northwest Community Action,21216
P220524010,2022-02-21,2700 BAKER ST BALTIMORE MD,WD,Northwest Community Action,21216
P220551736,2022-02-24,1300 GUILFORD AV BALTIMORE MD,CD,Mid-Town Belvedere,21202
P223511895,2022-12-17,KANE ST and E LOMBARD ST BALTIMORE MD,SE,Hopkins Bayview,21224
P222454163,2022-09-02,2500 VIOLET AV BALTIMORE MD,NW,Park Circle,21215
P222461649,2022-09-03,1600 N CAREY ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P222471073,2022-09-04,2400 W FRANKLIN ST BALTIMORE MD,WD,Penrose/Fayette Street Outreach,21223
P222472293,2022-09-04,E FAYETTE ST and N KENWOOD AV BALTIMORE MD,SE,Patterson Park Neighborhood,21224
P221992625,2022-07-18,2300 LIBERTY HEIGHTS AV BALTIMORE MD,WD,Mondawmin,21215
P221994174,2022-07-18,3900 PASCAL AV BALTIMORE MD,SD,Curtis Bay,21226
P222020387,2022-07-21,1500 RAMSAY ST BALTIMORE MD,SD,New Southwest/Mount Clare,21223
P220572156,2022-02-26,400 W FRANKLIN ST BALTIMORE MD,CD,Seton Hill,21201
P220573414,2022-02-26,3000 THORNDALE AV BALTIMORE MD,NW,Central Park Heights,21215
P223564182,2022-12-22,YOUNGSTOWN AV and DUNDALK AV BALTIMORE MD,SE,Graceland Park,21222
P223564291,2022-12-22,2400 LINDEN AV BALTIMORE MD,CD,Reservoir Hill,21217
P223572634,2022-12-23,100 HAWTHORN RD BALTIMORE MD,ND,Roland Park,21210
P221401902,2022-05-20,500 N LAKEWOOD AV BALTIMORE MD,SE,McElderry Park,21205
P222501939,2022-09-07,W LANVALE ST and DRUID HILL AV BALTIMORE MD,CD,Upton,21217
P222502398,2022-09-07,1900 N BROADWAY BALTIMORE MD,ED,East Baltimore Midway,21213
P222504659,2022-09-07,2000 N HOWARD ST BALTIMORE MD,ND,Charles North,21218
P222513027,2022-09-08,100 W 29TH ST BALTIMORE MD,ND,Charles Village,21218
P222024117,2022-07-21,800 GLENWOOD AV BALTIMORE MD,ND,Woodbourne-McCabe,21212
P222032200,2022-07-22,600 W LEXINGTON ST BALTIMORE MD,CD,University Of Maryland,21201
P222053631,2022-07-24,1800 PENNSYLVANIA AV BALTIMORE MD,CD,Upton,21217
P223252312,2022-11-21,E LOMBARD ST and YOGURT LN BALTIMORE MD,SE,Washington Hill,21231
P223263240,2022-11-22,4600 ASHLAND AV BALTIMORE MD,ED,Orangeville,21205
P220602844,2022-03-01,ARLINGTON ELEM MIDDLE (FORMER LOCATION) BALTIMORE MD,NW,Arlington,21215
P220602944,2022-03-01,400 N BRADFORD ST BALTIMORE MD,SE,McElderry Park,21224
P223603022,2022-12-26,200 N LIBERTY ST BALTIMORE MD,CD,Downtown,21201
P223622868,2022-12-28,100 N PACA ST BALTIMORE MD,CD,Downtown,21201
P221421447,2022-05-22,2400 BLK WOODBROOK AV BALTIMORE MD,WD,Druid Heights,21217
P221421954,2022-05-22,W PATAPSCO AV and HOLLINS FERRY RD BALTIMORE MD,SD,Lakeland,21230
P221423506,2022-05-22,1300 W 37TH ST BALTIMORE MD,ND,Hampden,21211
P221432624,2022-05-23,600 LAURENS ST BALTIMORE MD,CD,Upton,21217
P222524132,2022-09-09,700 N DUKELAND ST BALTIMORE MD,WD,Mosher,21216
P222531329,2022-09-10,E LORRAINE AV and GREENMOUNT AV BALTIMORE MD,ND,Harwood,21218
P220651723,2022-03-06,700 CUMBERLAND ST BALTIMORE MD,WD,Sandtown-Winchester,21217
P220653235,2022-03-06,1500 E BALTIMORE ST BALTIMORE MD,SE,Washington Hill,21231
P220660158,2022-03-07,2500 CHRISTIAN ST BALTIMORE MD,SW,Millhill,21223
P222533563,2022-09-10,WHITELOCK ST and WOODBROOK AV BALTIMORE MD,WD,Penn North,21217
P222543221,2022-09-11,800 W LEXINGTON ST BALTIMORE MD,WD,Poppleton,21201
P222553074,2022-09-12,HARFORD AV and E NORTH AV BALTIMORE MD,ED,East Baltimore Midway,21213
P222563964,2022-09-13,0 S ROSEDALE ST BALTIMORE MD,SW,Carroll-South Hilton,21229
P222575168,2022-09-14,3500 E FAIRMOUNT AV BALTIMORE MD,SE,Baltimore Highlands,21224
P220681855,2022-03-09,1700 BRUCE CT BALTIMORE MD,WD,Sandtown-Winchester,21217
P220702733,2022-03-11,ASHLAND AV and N BRADFORD ST BALTIMORE MD,ED,Milton-Montford,21205
P221481718,2022-05-28,1200 W FAYETTE ST BALTIMORE MD,WD,Poppleton,21223
P221491858,2022-05-29,4700 CROSSWOOD AV BALTIMORE MD,NE,Moravia-Walther,21214
P221492617,2022-05-29,2600 E MONUMENT ST BALTIMORE MD,ED,Madison-Eastend,21205
P222591866,2022-09-16,500 E PRESTON ST BALTIMORE MD,ED,Johnston Square,21202
P222593794,2022-09-16,W ROGERS AV and REISTERSTOWN RD BALTIMORE MD,NW,Woodmere,21215
P222594170,2022-09-16,3400 GREENMOUNT AV BALTIMORE MD,ND,Oakenshawe,21218
P222594538,2022-09-16,200 E NORTH AV BALTIMORE MD,ED,Greenmount West,21202
P220733981,2022-03-14,2800 DENHAM CI N BALTIMORE MD,SD,Cherry Hill,21225
P222612668,2022-09-18,1600 N BENTALOU ST BALTIMORE MD,WD,Coppin Heights/Ash-Co-East,21216
P222624257,2022-09-19,S BROADWAY and E LOMBARD ST BALTIMORE MD,SE,Washington Hill,21231
P222634067,2022-09-20,2000 SINCLAIR LN BALTIMORE MD,NE,South Clifton Park,21213
P222634091,2022-09-20,GARRISON BL and WABASH AV BALTIMORE MD,NW,West Arlington,21215
P222642118,2022-09-21,2200 BLK HARFORD RD BALTIMORE MD,ED,East Baltimore Midway,21218
